"2016-06-21 08:24:43.097","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.198","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=1; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.209","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.300","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=2; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.310","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.399","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=3; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.412","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.501","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=4; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.511","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.603","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=5; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.613","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.704","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=6; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.714","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.803","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=7; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.813","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:43.905","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=8; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:43.916","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:44.006","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=9; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:44.017","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:44.107","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=10; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:44.117","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:44.208","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=11; data=System.Web.HttpPostedFile"
"2016-06-21 08:24:44.220","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:24:44.271","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=12; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:27.911","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.016","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=1; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.027","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.116","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=2; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.127","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.218","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=3; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.231","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.321","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=4; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.333","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.420","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=5; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.432","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.522","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=6; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.534","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.621","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=7; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.632","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.720","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=8; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.730","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.822","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=9; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.832","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:28.925","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=10; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:28.934","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:29.028","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=11; data=System.Web.HttpPostedFile"
"2016-06-21 08:27:29.037","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:27:29.086","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = [投资者的未来].（美）西格尔.pdf; total=12; index=12; data=System.Web.HttpPostedFile"
"2016-06-21 08:29:36.868","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:29:36.994","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = 【证券分析（第6版上）】格雷厄姆  .pdf; total=17; index=1; data=System.Web.HttpPostedFile"
"2016-06-21 08:29:38.006","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
"2016-06-21 08:29:38.128","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest name = 【证券分析（第6版上）】格雷厄姆  .pdf; total=17; index=2; data=System.Web.HttpPostedFile"
"2016-06-21 08:29:39.137","DEBUG","W0300_WCF_Ajax.Upload.BigFileUploadHandler","ProcessRequest Start!!!"
